"STATION","DATE","DAPR","MDPR","PRCP","SNOW","SNWD","TMAX","TMIN","TOBS","WT01","WT03","WT11"
"USC00086078","2002-05-05",,,"0.05","0.0","0","94","69","72",,,
"USC00086078","2002-05-06",,,"0.00","0.0","0","94","71","71",,,
"USC00086078","2002-05-07",,,"0.03","0.0","0","93","70","72",,,
"USC00086078","2002-05-08",,,"0.00","0.0","0","95","70","71",,,
"USC00086078","2002-05-09",,,,"0.0","0",,,,,,
"USC00086078","2002-05-10",,,,"0.0","0",,,,,,
"USC00086078","2002-05-11",,,"0.04","0.0","0","95","68","78",,,
"USC00086078","2002-05-12",,,"0.06","0.0","0","93","71","84",,,
"USC00086078","2002-05-13",,,"0.05","0.0","0","95","72","82",,,
"USC00086078","2002-05-14",,,"0.07","0.0","0","92","73","73",,,
"USC00086078","2002-05-15",,,"0.03","0.0","0","91","71","71",,,
"USC00086078","2002-05-16",,,"0.00","0.0","0","93","70","73",,,
"USC00086078","2002-05-17",,,"1.29","0.0","0","93","70","71",,,
"USC00086078","2002-05-18",,,"0.00","0.0","0","93","71","84",,,
"USC00086078","2002-05-19",,,"0.28","0.0","0","93","71","77",,,
"USC00086078","2002-05-20",,,"2.03","0.0","0","78","67","68",,,
"USC00086078","2002-05-21",,,"0.10","0.0","0","88","67","67",,,
"USC00086078","2002-05-22",,,"0.08","0.0","0","88","66","66",,,
"USC00086078","2002-05-23",,,"0.00","0.0","0","89","66","66",,,
"USC00086078","2002-05-24",,,"0.00","0.0","0","89","66","67",,,
"USC00086078","2002-05-25",,,"0.06","0.0","0","89","65","80",,,
"USC00086078","2002-05-26",,,"0.05","0.0","0","89","65","77",,,
"USC00086078","2002-05-27",,,"0.11","0.0","0","90","72","75",,,
"USC00086078","2002-05-28",,,"0.01","0.0","0","90","70","71",,,
"USC00086078","2002-05-29",,,"0.05","0.0","0","92","67","67",,,
"USC00086078","2002-05-30",,,"0.00","0.0","0","91","66","72",,,
"USC00086078","2002-05-31",,,"0.00","0.0","0","93","71","71",,,
"USC00086078","2002-06-01",,,"0.08","0.0","0","94","71","74",,,
"USC00086078","2002-06-02",,,"0.04","0.0","0","96","73","86",,,
"USC00086078","2002-06-03",,,"0.05","0.0","0","95","73","74",,,
"USC00086078","2002-06-04",,,"0.00","0.0","0","97","73","74",,,
"USC00086078","2002-06-05",,,"0.48","0.0","0","92","74","75",,,
"USC00086078","2002-06-06",,,"0.00","0.0","0","89","74","75",,,
"USC00086078","2002-06-07",,,"0.00","0.0","0","94","74","75",,,
"USC00086078","2002-06-08",,,"0.00","0.0","0","93","73","88",,,
"USC00086078","2002-06-09",,,"1.44","0.0","0","93","71","77",,,
"USC00086078","2002-06-10",,,"0.05","0.0","0","93","72","72",,,
"USC00086078","2002-06-11",,,"0.00","0.0","0","94","72","73",,,
"USC00086078","2002-06-12",,,"0.05","0.0","0","90","73","73",,,
"USC00086078","2002-06-13",,,"0.05","0.0","0","92","73","75",,,
"USC00086078","2002-06-14",,,"0.06","0.0","0","90","75","79",,,
"USC00086078","2002-06-15",,,"2.50","0.0","0","85","76","75",,,
"USC00086078","2002-06-16",,,"0.53","0.0","0","84","75","81",,,
"USC00086078","2002-06-17",,,"0.40","0.0","0","90","73","73",,,
"USC00086078","2002-06-18",,,"0.09","0.0","0","90","73","73",,,
"USC00086078","2002-06-19",,,"0.00","0.0","0","91","73","75",,,
"USC00086078","2002-06-20",,,"0.03","0.0","0","90","74","75",,,
"USC00086078","2002-06-21",,,"2.04","0.0","0","91","72","72",,,
"USC00086078","2002-06-22",,,"0.13","0.0","0","82","72","74",,,
"USC00086078","2002-06-23",,,"0.17","0.0","0","82","72","82",,,
"USC00086078","2002-06-24",,,"0.00","0.0","0","91","72","74",,,
"USC00086078","2002-06-25",,,"1.84","0.0","0","91","71","72",,,
"USC00086078","2002-06-26",,,"0.00","0.0","0","90","72","75",,,
"USC00086078","2002-06-27",,,"0.00","0.0","0","91","73","73",,,
"USC00086078","2002-06-28",,,"0.05","0.0","0","91","74","74",,,
"USC00086078","2002-06-29",,,"0.39","0.0","0","92","73","77",,,
"USC00086078","2002-06-30",,,"1.40","0.0","0","93","73","83",,,
"USC00086078","2002-07-01",,,"0.70","0.0","0","93","72","73",,,
"USC00086078","2002-07-02",,,"0.00","0.0","0","91","73","73",,,
"USC00086078","2002-07-03",,,"0.00","0.0","0","91","73","74",,,
"USC00086078","2002-07-04",,,"0.00","0.0","0","92","74","85",,,
"USC00086078","2002-07-05",,,"0.00","0.0","0","92","74","85",,,
"USC00086078","2002-07-06",,,"0.00","0.0","0","92","74","86",,,
"USC00086078","2002-07-07",,,"0.86","0.0","0","90","71","84",,,
"USC00086078","2002-07-08",,,"1.30","0.0","0","90","73","73",,,
"USC00086078","2002-07-09",,,"0.05","0.0","0","90","72","74",,,
"USC00086078","2002-07-10",,,"0.25","0.0","0","86","72","74",,,
"USC00086078","2002-07-11",,,"0.25","0.0","0","84","72","73",,,
"USC00086078","2002-07-12",,,"0.06","0.0","0","91","72","75",,,
"USC00086078","2002-07-13",,,"0.03","0.0","0","93","75","75",,,
"USC00086078","2002-07-14",,,"0.00","0.0","0","93","75","89",,,
"USC00086078","2002-07-15",,,"0.00","0.0","0","93","75","75",,,
"USC00086078","2002-07-16",,,"0.00","0.0","0","95","75","77",,,
"USC00086078","2002-07-17",,,"0.20","0.0","0","96","77","79",,,
"USC00086078","2002-07-18",,,"0.60","0.0","0","95","76","77",,,
"USC00086078","2002-07-19",,,"0.14","0.0","0","94","75","77",,,
"USC00086078","2002-07-20",,,"0.00","0.0","0","94","76","83",,,
"USC00086078","2002-07-21",,,"0.46","0.0","0","96","76","88",,,
"USC00086078","2002-07-22",,,"0.15","0.0","0","94","73","73",,,
"USC00086078","2002-07-23",,,"0.09","0.0","0","96","73","76",,,
"USC00086078","2002-07-24",,,"0.35","0.0","0","94","75","76",,,
"USC00086078","2002-07-25",,,"0.63","0.0","0","96","74","78",,,
"USC00086078","2002-07-26",,,"0.73","0.0","0","96","72","76",,,
"USC00086078","2002-07-27",,,"0.43","0.0","0","96","72","80",,,
"USC00086078","2002-07-28",,,"0.10","0.0","0","96","72","77",,,
"USC00086078","2002-07-29",,,"0.34","0.0","0","97","74","75",,,
"USC00086078","2002-07-30",,,"0.05","0.0","0","95","74","75",,,
"USC00086078","2002-07-31",,,"0.10","0.0","0","94","74","75",,,
"USC00086078","2002-08-01",,,"0.00","0.0","0","95","75","78",,,
"USC00086078","2002-08-02",,,"0.00","0.0","0","95","76","76",,,
"USC00086078","2002-08-03",,,"0.00","0.0","0","94","75","82",,,
"USC00086078","2002-08-04",,,"0.00","0.0","0","95","75","88",,,
"USC00086078","2002-08-05",,,"0.10","0.0","0","96","73","73",,,
"USC00086078","2002-08-06",,,"0.00","0.0","0","96","73","77",,,
"USC00086078","2002-08-07",,,"0.20","0.0","0","94","77","78",,,
"USC00086078","2002-08-08",,,"0.30","0.0","0","94","73","74",,,
"USC00086078","2002-08-09",,,"0.00","0.0","0","92","73","74",,,
"USC00086078","2002-08-10",,,"0.00","0.0","0","94","73","80",,,
"USC00086078","2002-08-11",,,"0.00","0.0","0","92","76","80",,,
"USC00086078","2002-08-12",,,"0.00","0.0","0","92","73","73",,,
"USC00086078","2002-08-13",,,"0.05","0.0","0","95","73","76",,,
"USC00086078","2002-08-14",,,"0.00","0.0","0","97","74","74",,,
"USC00086078","2002-08-15",,,"1.30","0.0","0","96","76","75",,,
"USC00086078","2002-08-16",,,"0.00","0.0","0","95","77","77",,,
"USC00086078","2002-08-17",,,"0.23","0.0","0","95","76","82",,,
"USC00086078","2002-08-18",,,"2.01","0.0","0","85","73","84",,,
"USC00086078","2002-08-19",,,"0.45","0.0","0","95","72","72",,,
"USC00086078","2002-08-20",,,"0.04","0.0","0","92","72","72",,,
"USC00086078","2002-08-21",,,"0.85","0.0","0","95","70","72",,,
"USC00086078","2002-08-22",,,"0.20","0.0","0","94","72","74",,,
"USC00086078","2002-08-23",,,"0.05","0.0","0","95","73","74",,,
"USC00086078","2002-08-24",,,"0.00","0.0","0","94","74","83",,,
"USC00086078","2002-08-25",,,"0.40","0.0","0","95","74","87",,,
"USC00086078","2002-08-26",,,"2.10","0.0","0","95","72","75",,,
"USC00086078","2002-08-27",,,"0.07","0.0","0","93","75","75",,,
"USC00086078","2002-08-28",,,"0.10","0.0","0","91","72","73",,,
"USC00086078","2002-08-29",,,"0.43","0.0","0","93","73","73",,,
"USC00086078","2002-08-30",,,"0.18","0.0","0","96","72","73",,,
"USC00086078","2002-08-31",,,"0.24","0.0","0","93","73","81",,,
"USC00086078","2002-09-01",,,"0.69","0.0","0","87","74","85",,,
"USC00086078","2002-09-02",,,"0.00","0.0","0","94","74","83",,,
"USC00086078","2002-09-03",,,"0.33","0.0","0","94","73","75",,,
"USC00086078","2002-09-04",,,"0.15","0.0","0","94","75","75",,,
"USC00086078","2002-09-05",,,"1.80","0.0","0","94","74","75",,,
"USC00086078","2002-09-06",,,"1.30","0.0","0","92","74","74",,,
"USC00086078","2002-09-07",,,"0.17","0.0","0","92","74","79",,,
"USC00086078","2002-09-08",,,"0.00","0.0","0","92","75","83",,,
"USC00086078","2002-09-09",,,"0.00","0.0","0","92","75","75",,,
"USC00086078","2002-09-10",,,"0.00","0.0","0","95","73","73",,,
"USC00086078","2002-09-11",,,"3.07","0.0","0","91","73","75",,,
"USC00086078","2002-09-12",,,"1.10","0.0","0","81","71","72",,,
"USC00086078","2002-09-13",,,"0.10","0.0","0","82","72","77",,,
"USC00086078","2002-09-14",,,"0.00","0.0","0","89","75","82",,,
"USC00086078","2002-09-15",,,"0.17","0.0","0","93","77","85",,,
"USC00086078","2002-09-16",,,"0.10","0.0","0","94","76","76",,,
"USC00086078","2002-09-17",,,"0.75","0.0","0","94","74","75",,,
"USC00086078","2002-09-18",,,"0.00","0.0","0","93","74","76",,,
"USC00086078","2002-09-19",,,"0.00","0.0","0","96","77","77",,,
"USC00086078","2002-09-20",,,"0.05","0.0","0","96","77","77",,,
"USC00086078","2002-09-21",,,"0.83","0.0","0","95","76","82",,,
"USC00086078","2002-09-22",,,"0.26","0.0","0","95","75","83",,,
"USC00086078","2002-09-23",,,"0.04","0.0","0","91","76","76",,,
"USC00086078","2002-09-24",,,"0.43","0.0","0","87","74","76",,,
"USC00086078","2002-09-25",,,"0.23","0.0","0","92","74","75",,,
"USC00086078","2002-09-26",,,"0.00","0.0","0","91","75","79",,,
"USC00086078","2002-09-27",,,"0.20","0.0","0","90","76","77",,,
"USC00086078","2002-09-28",,,"0.21","0.0","0","92","75","75",,,
"USC00086078","2002-09-29",,,"0.75","0.0","0","95","73","80",,,
"USC00086078","2002-09-30",,,"0.23","0.0","0","94","75","75",,,
"USC00086078","2002-10-01",,,"0.03","0.0","0","92","75","76",,,
"USC00086078","2002-10-02",,,"0.03","0.0","0","93","76","76",,,
"USC00086078","2002-10-03",,,"0.00","0.0","0","94","73","86",,,
"USC00086078","2002-10-04",,,"0.00","0.0","0","93","69","77",,,
"USC00086078","2002-10-05",,,"0.00","0.0","0","90","74","81",,,
"USC00086078","2002-10-06",,,"0.00","0.0","0","92","70","82",,,
"USC00086078","2002-10-07",,,"0.00","0.0","0","92","70","70",,,
"USC00086078","2002-10-08",,,"0.00","0.0","0","92","70","72",,,
"USC00086078","2002-10-09",,,"0.23","0.0","0","92","72","72",,,
"USC00086078","2002-10-10",,,"0.00","0.0","0","93","72","74",,,
"USC00086078","2002-10-11",,,"0.00","0.0","0","92","73","74",,,
"USC00086078","2002-10-12",,,"0.00","0.0","0","94","73","73",,,
"USC00086078","2002-10-13",,,"0.21","0.0","0","94","74","83",,,
"USC00086078","2002-10-14",,,"1.10","0.0","0","93","70","72",,,
"USC00086078","2002-10-15",,,"0.03","0.0","0","90","71","71",,,
"USC00086078","2002-10-16",,,"0.50","0.0","0","89","71","82",,,
"USC00086078","2002-10-17",,,"0.01","0.0","0","86","63","70",,,
"USC00086078","2002-10-18",,,"0.00","0.0","0","86","62","67",,,
"USC00086078","2002-10-19",,,"0.00","0.0","0","85","62","69",,,
"USC00086078","2002-10-20",,,"0.00","0.0","0","89","69","76",,,
"USC00086078","2002-10-21",,,"0.00","0.0","0","89","69","73",,,
"USC00086078","2002-10-22",,,"0.00","0.0","0","90","71","72",,,
"USC00086078","2002-10-23",,,"0.00","0.0","0","92","71","72",,,
"USC00086078","2002-10-24",,,"0.00","0.0","0","94","69","70",,,
"USC00086078","2002-10-25",,,"0.00","0.0","0","93","69","71",,,
"USC00086078","2002-10-26",,,"0.00","0.0","0","93","70","77",,,
"USC00086078","2002-10-27",,,"0.00","0.0","0","94","70","88",,,
"USC00086078","2002-10-28",,,"0.00","0.0","0","95","70","73",,,
"USC00086078","2002-10-29",,,"0.00","0.0","0","93","72","73",,,
"USC00086078","2002-10-30",,,"0.00","0.0","0","92","72","73",,,
"USC00086078","2002-10-31",,,"0.00","0.0","0","90","73","74",,,
"USC00086078","2002-11-01",,,"0.00","0.0","0","92","70","71",,,
"USC00086078","2002-11-02",,,"0.00","0.0","0","88","68","73",,,
"USC00086078","2002-11-03",,,"0.00","0.0","0","85","64","77",,,
"USC00086078","2002-11-04",,,"0.00","0.0","0","88","64","70",,,
"USC00086078","2002-11-05",,,"0.00","0.0","0","89","66","69",,,
"USC00086078","2002-11-06",,,"0.00","0.0","0","89","69","77",,,
"USC00086078","2002-11-07",,,"0.34","0.0","0","89","57","57",,,
"USC00086078","2002-11-08",,,"0.00","0.0","0","74","56","58",,,
"USC00086078","2002-11-09",,,"0.00","0.0","0","85","58","76",,,
"USC00086078","2002-11-10",,,"0.00","0.0","0","90","58","87",,,
"USC00086078","2002-11-11",,,"0.00","0.0","0","91","58","83",,,
"USC00086078","2002-11-12",,,"0.00","0.0","0","91","70","86",,,
"USC00086078","2002-11-13",,,"0.02","0.0","0","89","63","66",,,
"USC00086078","2002-11-14",,,"0.00","0.0","0","89","56","71",,,
"USC00086078","2002-11-15",,,"0.00","0.0","0","89","56","69",,,
"USC00086078","2002-11-16",,,"0.02","0.0","0","82","69","76",,,
"USC00086078","2002-11-17",,,"3.45","0.0","0","82","61","62",,,
"USC00086078","2002-11-18",,,"0.10","0.0","0","66","49","49",,,
"USC00086078","2002-11-19",,,"0.00","0.0","0","68","48","53",,,
"USC00086078","2002-11-20",,,"0.00","0.0","0","77","52","61",,,
"USC00086078","2002-11-21",,,"0.00","0.0","0","83","61","67",,,
"USC00086078","2002-11-22",,,"0.25","0.0","0","77","66","66",,,
"USC00086078","2002-11-23",,,"0.00","0.0","0","74","51","55",,,
"USC00086078","2002-11-24",,,"0.00","0.0","0","74","50","67",,,
"USC00086078","2002-11-25",,,"0.00","0.0","0","80","58","58",,,
"USC00086078","2002-11-26",,,"0.00","0.0","0","84","58","62",,,
"USC00086078","2002-11-27",,,"0.00","0.0","0","79","58","58",,,
"USC00086078","2002-11-28",,,,"0.0","0",,,,,,
"USC00086078","2002-11-29",,,"0.00","0.0","0","77","47","52",,,
"USC00086078","2002-11-30",,,"0.00","0.0","0","69","43","65",,,
"USC00086078","2002-12-01",,,"0.00","0.0","0","71","56","67",,,
"USC00086078","2002-12-02",,,"0.20","0.0","0","67","55","55",,,
"USC00086078","2002-12-03",,,"0.00","0.0","0","75","55","57",,,
"USC00086078","2002-12-04",,,"0.00","0.0","0","81","57","64",,,
"USC00086078","2002-12-05",,,"0.03","0.0","0","84","68","69",,,
"USC00086078","2002-12-06",,,"0.00","0.0","0","86","68","71",,,
"USC00086078","2002-12-07",,,,"0.0","0",,,,,,
"USC00086078","2002-12-08",,,"0.02","0.0","0","86","54","73",,,
"USC00086078","2002-12-09",,,"0.00","0.0","0","82","66","74",,,
"USC00086078","2002-12-10",,,"1.18","0.0","0","76","68","76",,,
"USC00086078","2002-12-11",,,"0.00","0.0","0","82","70","71",,,
"USC00086078","2002-12-12",,,"0.00","0.0","0","80","66","66",,,
"USC00086078","2002-12-13",,,"0.10","0.0","0","80","66","75",,,
"USC00086078","2002-12-14",,,"0.50","0.0","0","78","63","69",,,
"USC00086078","2002-12-15",,,"0.00","0.0","0","72","51","58",,,
"USC00086078","2002-12-16",,,"0.00","0.0","0","61","41","41",,,
"USC00086078","2002-12-17",,,"0.00","0.0","0","66","41","43",,,
"USC00086078","2002-12-18",,,"0.00","0.0","0","76","52","58",,,
"USC00086078","2002-12-19",,,"0.00","0.0","0","82","57","78",,,
"USC00086078","2002-12-20",,,"0.00","0.0","0","84","66","74",,,
"USC00086078","2002-12-21",,,"0.21","0.0","0","75","47","58",,,
"USC00086078","2002-12-22",,,"0.00","0.0","0","67","48","64",,,
"USC00086078","2002-12-23",,,"0.00","0.0","0","77","56","57",,,
"USC00086078","2002-12-24",,,"0.00","0.0","0","80","56","79",,,
"USC00086078","2002-12-25",,,,"0.0","0",,,,,,
"USC00086078","2002-12-26",,,"0.60","0.0","0","83","47","56",,,
"USC00086078","2002-12-27",,,"0.00","0.0","0","70","50","52",,,
"USC00086078","2002-12-28",,,"0.00","0.0","0","74","49","54",,,
"USC00086078","2002-12-29",,,"0.00","0.0","0","74","40","58",,,
"USC00086078","2002-12-30",,,"0.00","0.0","0","73","46","53",,,
"USC00086078","2002-12-31",,,"0.00","0.0","0","80","53","67",,,
"USC00086078","2003-01-01",,,"1.64","0.0","0","83","67","77",,,
"USC00086078","2003-01-02",,,"0.00","0.0","0","82","62","64",,,
"USC00086078","2003-01-03",,,"1.35","0.0","0","82","63","66",,,
"USC00086078","2003-01-04",,,"0.00","0.0","0","45","67","46",,,
"USC00086078","2003-01-05",,,"0.00","0.0","0","67","43","52",,,
"USC00086078","2003-01-06",,,"0.00","0.0","0","68","43","48",,,
"USC00086078","2003-01-07",,,"0.00","0.0","0","70","47","49",,,
"USC00086078","2003-01-08",,,"0.00","0.0","0","64","43","43",,,
"USC00086078","2003-01-09",,,"0.00","0.0","0","64","43","46",,,
"USC00086078","2003-01-10",,,"0.00","0.0","0","73","46","57",,,
"USC00086078","2003-01-11",,,"0.00","0.0","0","79","59","63",,,
"USC00086078","2003-01-12",,,"0.00","0.0","0","73","48","49",,,
"USC00086078","2003-01-13",,,"0.00","0.0","0","72","49","55",,,
"USC00086078","2003-01-14",,,"0.00","0.0","0","74","53","59",,,
"USC00086078","2003-01-15",,,"0.00","0.0","0","66","44","46",,,
"USC00086078","2003-01-16",,,"0.00","0.0","0","70","46","48",,,
"USC00086078","2003-01-17",,,"0.00","0.0","0","78","48","53",,,
"USC00086078","2003-01-18",,,"0.01","0.0","0","71","39","39",,,
"USC00086078","2003-01-19",,,"0.00","0.0","0",,,,,,
"USC00086078","2003-01-20",,,"0.00","0.0","0","71","36","58",,,
"USC00086078","2003-01-21",,,"0.00","0.0","0","71","41","42",,,
